Attrition;Business Travel;CF_age band;CF_attrition label;Department;Education Field;emp no;Employee Number;Gender;Job Role;Marital Status;Over Time;Over18;Training Times Last Year;Age;CF_current Employee;Daily Rate;Distance From Home;Education;Employee Count;Environment Satisfaction;Hourly Rate;Job Involvement;Job Level;Job Satisfaction;Monthly Income;Monthly Rate;Num Companies Worked;Percent Salary Hike;Performance Rating;Relationship Satisfaction;Standard Hours;Stock Option Level;Total Working Years;Work Life Balance;Years At Company;Years In Current Role;Years Since Last Promotion;Years With Curr Manager
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2486;2486;Female;Research Scientist;Married;No;Y;3;34;1;678;19;Bachelor's Degree;1;2;35;2;1;4;2929;20338;1;12;3;2;80;0;10;3;10;9;8;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2487;2487;Female;Research Scientist;Married;No;Y;0;27;1;486;8;Bachelor's Degree;1;2;86;4;1;3;3517;22490;7;17;3;1;80;0;5;3;3;2;0;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Other;STAFF-2488;2488;Female;Laboratory Technician;Married;No;Y;2;52;1;258;8;Master's Degree;1;3;54;3;1;1;2950;17363;9;13;3;3;80;0;12;1;5;4;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2489;2489;Female;Research Director;Married;No;Y;3;38;1;201;10;Bachelor's Degree;1;2;99;1;3;3;13206;3376;3;12;3;1;80;1;20;3;18;16;1;11
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2490;2490;Female;Research Scientist;Married;No;Y;2;37;1;1470;10;Bachelor's Degree;1;2;71;3;1;2;3936;9953;1;11;3;1;80;1;8;1;8;4;7;7
No;Travel_Rarely;25 - 34;Current Employees;R&D;Other;STAFF-2491;2491;Female;Healthcare Representative;Married;No;Y;3;29;1;441;8;High School;1;3;39;1;2;1;9715;7288;3;13;3;3;80;1;9;3;7;7;0;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2492;2492;Female;Research Scientist;Married;No;Y;5;35;1;287;1;Master's Degree;1;3;62;1;1;4;2977;8952;1;12;3;4;80;1;4;3;4;3;1;1
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2493;2493;Female;Laboratory Technician;Married;No;Y;5;40;1;616;2;Associates Degree;1;3;99;3;1;1;3377;25605;4;17;3;4;80;1;7;2;4;3;0;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2494;2494;Female;Laboratory Technician;Married;No;Y;3;49;1;722;25;Master's Degree;1;3;84;3;1;1;3211;22102;1;14;3;4;80;1;10;2;9;6;1;4
No;Travel_Rarely;45 - 54;Current Employees;R&D;Other;STAFF-2495;2495;Female;Research Scientist;Married;No;Y;3;48;1;1108;15;Master's Degree;1;3;65;3;1;1;2367;16530;8;12;3;4;80;1;10;2;8;2;7;6
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2496;2496;Female;Laboratory Technician;Married;No;Y;2;34;1;401;1;Bachelor's Degree;1;4;86;2;1;2;3294;3708;5;17;3;1;80;1;7;2;5;4;0;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2497;2497;Female;Research Scientist;Married;No;Y;2;32;1;824;5;Associates Degree;1;4;67;2;2;2;5878;15624;3;12;3;1;80;1;12;3;7;1;2;5
No;Travel_Rarely;35 - 44;Current Employees;R&D;Other;STAFF-2498;2498;Female;Laboratory Technician;Married;No;Y;3;38;1;1153;6;Associates Degree;1;4;40;2;1;3;3702;16376;1;11;3;2;80;1;5;3;5;4;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2499;2499;Female;Laboratory Technician;Married;No;Y;5;38;1;1495;4;Associates Degree;1;4;87;3;1;3;3306;26176;7;19;3;4;80;1;7;2;0;0;0;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2500;2500;Female;Laboratory Technician;Married;No;Y;2;29;1;1082;9;Master's Degree;1;4;43;3;1;3;2974;25412;9;17;3;3;80;1;9;3;5;3;1;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-2501;2501;Female;Research Scientist;Married;No;Y;2;54;1;431;7;Master's Degree;1;4;68;3;2;4;6854;15696;4;15;3;2;80;1;14;2;7;1;1;7
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2502;2502;Female;Manufacturing Director;Married;No;Y;2;40;1;884;15;Bachelor's Degree;1;1;80;2;3;3;10435;25800;1;13;3;4;80;2;18;3;18;15;14;12
No;Travel_Rarely;45 - 54;Current Employees;R&D;Other;STAFF-2503;2503;Female;Research Director;Married;No;Y;2;49;1;301;22;Master's Degree;1;1;72;3;4;2;16413;3498;3;16;3;2;80;2;27;3;4;2;1;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2504;2504;Female;Research Scientist;Married;No;Y;6;54;1;155;9;Associates Degree;1;1;67;3;2;3;2897;22474;3;11;3;3;80;2;9;2;4;3;2;3
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-2505;2505;Female;Research Director;Married;No;Y;2;47;1;359;2;Master's Degree;1;1;82;3;4;3;17169;26703;3;19;3;2;80;2;26;4;20;17;5;6
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2506;2506;Female;Manufacturing Director;Married;No;Y;2;45;1;556;25;Associates Degree;1;2;93;2;2;4;5906;23888;0;13;3;4;80;2;10;2;9;8;3;8
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2507;2507;Female;Healthcare Representative;Married;No;Y;6;36;1;711;5;Master's Degree;1;2;42;3;3;1;8008;22792;4;12;3;3;80;2;9;3;3;2;0;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Other;STAFF-2508;2508;Female;Research Scientist;Married;No;Y;3;32;1;634;5;Master's Degree;1;2;35;4;1;4;3312;18783;3;17;3;4;80;2;6;3;3;2;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2509;2509;Female;Research Scientist;Married;No;Y;2;40;1;1194;2;Master's Degree;1;3;98;3;1;3;2001;12549;2;14;3;2;80;3;20;3;5;3;0;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2510;2510;Female;Research Director;Single;No;Y;3;31;1;182;8;Doctoral Degree;1;1;93;3;4;2;16422;8847;3;11;3;3;80;0;9;4;3;2;1;0
No;Travel_Rarely;35 - 44;Current Employees;R&D;Medical;STAFF-2511;2511;Female;Laboratory Technician;Single;No;Y;6;37;1;1462;11;Bachelor's Degree;1;1;94;3;1;3;3629;19106;4;18;3;1;80;0;8;3;3;2;0;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2512;2512;Female;Manufacturing Director;Single;No;Y;3;30;1;1092;10;Bachelor's Degree;1;1;64;3;3;3;9667;2739;9;14;3;2;80;0;9;3;7;7;0;2
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2513;2513;Female;Manufacturing Director;Single;No;Y;3;39;1;1089;6;Bachelor's Degree;1;2;32;3;3;2;8376;9150;4;18;3;4;80;0;9;3;2;0;2;2
No;Travel_Rarely;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2514;2514;Female;Laboratory Technician;Single;No;Y;2;47;1;207;9;Master's Degree;1;2;64;3;1;3;2105;5411;4;12;3;3;80;0;7;3;2;2;2;0
No;Travel_Rarely;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2515;2515;Female;Laboratory Technician;Single;No;Y;3;32;1;267;29;Master's Degree;1;3;49;2;1;2;2837;15919;1;13;3;3;80;0;6;3;6;2;4;1
No;Travel_Rarely;Under 25;Current Employees;R&D;Medical;STAFF-2516;2516;Female;Laboratory Technician;Single;No;Y;3;23;1;160;4;High School;1;3;51;3;1;2;3295;12862;1;13;3;3;80;0;3;1;3;2;1;2
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2517;2517;Female;Research Scientist;Single;No;Y;5;27;1;1054;8;Bachelor's Degree;1;3;67;3;1;4;3445;6152;1;11;3;3;80;0;6;2;6;2;1;4
No;Travel_Rarely;25 - 34;Current Employees;R&D;Medical;STAFF-2518;2518;Female;Research Scientist;Single;No;Y;3;29;1;468;28;Master's Degree;1;4;73;2;1;1;3785;8489;1;14;3;2;80;0;5;1;5;4;0;4
No;Travel_Rarely;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2519;2519;Female;Healthcare Representative;Single;No;Y;3;35;1;1029;16;Bachelor's Degree;1;4;91;2;3;2;8606;21195;1;19;3;4;80;0;11;1;11;8;3;3
No;Travel_Rarely;45 - 54;Current Employees;R&D;Technical Degree;STAFF-2520;2520;Female;Research Director;Single;No;Y;2;45;1;1005;28;Associates Degree;1;4;48;2;4;2;16704;17119;1;11;3;3;80;0;21;3;21;6;8;6
No;Travel_Rarely;45 - 54;Current Employees;R&D;Medical;STAFF-2521;2521;Female;Research Director;Single;No;Y;3;54;1;971;1;Bachelor's Degree;1;4;54;3;4;4;17328;5652;6;19;3;4;80;0;29;2;20;7;12;7
No;Travel_Rarely;45 - 54;Current Employees;Sales;Technical Degree;STAFF-2522;2522;Female;Sales Executive;Divorced;No;Y;5;46;1;1319;3;Bachelor's Degree;1;1;45;4;4;1;13225;7739;2;12;3;4;80;1;25;3;19;17;2;8
No;Travel_Rarely;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2523;2523;Female;Sales Executive;Divorced;No;Y;2;48;1;492;16;Master's Degree;1;3;96;3;2;3;6439;13693;8;14;3;3;80;1;18;3;8;7;7;7
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-2524;2524;Female;Sales Executive;Divorced;No;Y;3;30;1;855;7;Master's Degree;1;4;73;3;2;1;4779;12761;7;14;3;2;80;2;8;3;3;2;0;2
No;Travel_Rarely;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2525;2525;Female;Manager;Divorced;No;Y;2;47;1;1225;2;Master's Degree;1;2;47;4;4;2;15972;21086;6;14;3;3;80;3;29;3;3;2;1;2
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2526;2526;Female;Sales Executive;Married;No;Y;1;38;1;345;10;Associates Degree;1;1;100;3;2;4;5343;5982;1;11;3;3;80;1;10;3;10;7;1;9
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-2527;2527;Female;Sales Executive;Married;No;Y;2;36;1;1120;11;Master's Degree;1;2;100;2;2;4;6652;14369;4;13;3;1;80;1;8;2;6;3;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-2528;2528;Female;Sales Executive;Married;No;Y;2;39;1;722;24;High School;1;2;60;2;4;4;12031;8828;0;11;3;1;80;1;21;2;20;9;9;6
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-2529;2529;Female;Sales Executive;Married;No;Y;4;40;1;444;2;Associates Degree;1;2;92;3;2;2;5677;4258;3;14;3;3;80;1;15;3;11;8;5;10
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-2530;2530;Female;Sales Representative;Married;No;Y;3;28;1;1172;3;Bachelor's Degree;1;2;78;3;1;2;2856;3692;1;19;3;4;80;1;1;3;1;0;0;0
No;Travel_Rarely;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2531;2531;Female;Manager;Married;No;Y;2;46;1;228;3;Bachelor's Degree;1;3;51;3;4;2;16606;11380;8;12;3;4;80;1;23;4;13;12;5;1
No;Travel_Rarely;Over 55;Current Employees;Sales;Marketing;STAFF-2532;2532;Female;Sales Executive;Married;No;Y;3;56;1;1443;11;Doctoral Degree;1;4;89;2;2;1;5380;20328;4;16;3;3;80;1;6;3;0;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2533;2533;Female;Sales Executive;Married;No;Y;2;40;1;118;14;Associates Degree;1;4;84;3;2;1;4639;11262;1;15;3;3;80;1;5;3;5;4;1;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-2534;2534;Female;Sales Executive;Married;No;Y;3;31;1;196;29;Master's Degree;1;1;91;2;2;4;5468;13402;1;14;3;1;80;2;13;3;12;7;5;7
No;Travel_Rarely;35 - 44;Current Employees;Sales;Medical;STAFF-2535;2535;Female;Sales Executive;Married;No;Y;2;36;1;557;3;Bachelor's Degree;1;1;94;2;3;4;7644;12695;0;19;3;3;80;2;10;3;9;7;3;4
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2536;2536;Female;Sales Executive;Married;No;Y;2;31;1;1112;5;Master's Degree;1;1;67;3;2;4;5476;22589;1;11;3;1;80;2;10;3;10;0;0;2
No;Travel_Rarely;35 - 44;Current Employees;Sales;Marketing;STAFF-2537;2537;Female;Sales Executive;Married;No;Y;3;36;1;329;16;Master's Degree;1;3;98;2;2;1;5647;13494;4;13;3;1;80;2;11;2;3;2;0;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Marketing;STAFF-2538;2538;Female;Sales Executive;Married;No;Y;3;32;1;801;1;Master's Degree;1;3;48;3;3;4;10422;24032;1;19;3;3;80;2;14;3;14;10;5;7
No;Travel_Rarely;25 - 34;Current Employees;Sales;Medical;STAFF-2539;2539;Female;Sales Executive;Single;No;Y;5;27;1;511;2;Associates Degree;1;1;89;4;2;3;6500;26997;0;14;3;2;80;0;9;2;8;7;0;7
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2540;2540;Female;Sales Executive;Single;No;Y;5;38;1;437;16;Bachelor's Degree;1;2;90;3;2;2;4198;16379;2;12;3;2;80;0;8;4;3;2;1;2
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2541;2541;Female;Sales Executive;Single;No;Y;5;36;1;884;1;Master's Degree;1;2;73;3;2;3;6815;21447;6;13;3;1;80;0;15;3;1;0;0;0
No;Travel_Rarely;Under 25;Current Employees;Sales;Medical;STAFF-2542;2542;Female;Sales Representative;Single;No;Y;3;20;1;1141;2;Bachelor's Degree;1;3;31;3;1;3;2783;13251;1;19;3;1;80;0;2;3;2;2;2;2
No;Travel_Rarely;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2543;2543;Female;Sales Representative;Single;No;Y;2;36;1;530;2;Master's Degree;1;3;51;3;2;4;4502;7439;3;15;3;3;80;0;17;2;13;7;6;7
No;Travel_Rarely;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2544;2544;Female;Sales Executive;Single;No;Y;3;34;1;511;3;Associates Degree;1;4;32;1;2;4;6029;25353;5;12;3;1;80;0;6;3;2;2;2;2
No;Travel_Rarely;25 - 34;Current Employees;Sales;Other;STAFF-2545;2545;Female;Sales Representative;Single;No;Y;2;26;1;1167;5;Bachelor's Degree;1;4;30;2;1;3;2966;21378;0;18;3;4;80;0;5;3;4;2;0;0
No;Travel_Rarely;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2546;2546;Female;Sales Executive;Single;No;Y;3;45;1;374;20;Bachelor's Degree;1;4;50;3;2;3;4850;23333;8;15;3;3;80;0;8;3;5;3;0;1
No;Travel_Rarely;45 - 54;Current Employees;Sales;Marketing;STAFF-2547;2547;Female;Sales Executive;Single;No;Y;1;49;1;1313;11;Master's Degree;1;4;80;3;2;4;4507;8191;3;12;3;3;80;0;8;4;5;1;0;4
No;Non-Travel;25 - 34;Current Employees;HR;Life Sciences;STAFF-2548;2548;Male;Human Resources;Divorced;No;Y;2;28;1;280;1;Associates Degree;1;3;43;3;1;4;2706;10494;1;15;3;2;80;1;3;3;3;2;2;2
No;Non-Travel;35 - 44;Current Employees;HR;Human Resources;STAFF-2549;2549;Male;Human Resources;Divorced;No;Y;3;38;1;1336;2;Bachelor's Degree;1;1;100;3;1;2;2592;7129;5;13;3;4;80;3;13;3;11;10;3;8
No;Non-Travel;35 - 44;Current Employees;HR;Human Resources;STAFF-2550;2550;Male;Human Resources;Married;No;Y;4;41;1;552;4;Bachelor's Degree;1;3;60;1;2;2;6430;20794;6;19;3;2;80;1;10;3;3;2;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Medical;STAFF-2551;2551;Male;Manufacturing Director;Divorced;No;Y;6;35;1;1180;2;Associates Degree;1;2;90;3;2;4;5762;24442;2;14;3;3;80;1;15;3;7;7;1;7
No;Non-Travel;35 - 44;Current Employees;R&D;Medical;STAFF-2552;2552;Male;Research Director;Divorced;No;Y;5;40;1;218;8;High School;1;4;55;2;3;2;13757;25178;2;11;3;3;80;1;16;3;9;8;4;8
No;Non-Travel;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2553;2553;Male;Research Scientist;Divorced;No;Y;2;30;1;990;7;Bachelor's Degree;1;3;64;3;1;3;1274;7152;1;13;3;2;80;2;1;2;1;0;0;0
No;Non-Travel;35 - 44;Current Employees;R&D;Other;STAFF-2554;2554;Male;Laboratory Technician;Divorced;No;Y;2;40;1;663;9;Master's Degree;1;3;81;3;2;3;3975;23099;3;11;3;3;80;2;11;4;8;7;0;7
No;Non-Travel;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2555;2555;Male;Research Scientist;Divorced;No;Y;2;33;1;775;4;Bachelor's Degree;1;4;90;3;2;2;3055;6194;5;15;3;4;80;2;11;2;9;8;1;7
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-2556;2556;Male;Laboratory Technician;Divorced;No;Y;2;33;1;1313;1;Associates Degree;1;2;59;2;1;3;2008;20439;1;12;3;3;80;3;1;2;1;1;0;0
No;Non-Travel;45 - 54;Current Employees;R&D;Technical Degree;STAFF-2557;2557;Male;Research Scientist;Married;No;Y;4;47;1;1169;14;Master's Degree;1;3;64;3;2;2;5467;2125;8;18;3;3;80;1;16;4;8;7;1;7
No;Non-Travel;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2558;2558;Male;Research Scientist;Married;No;Y;3;32;1;1200;1;Master's Degree;1;4;62;3;2;1;4087;25174;4;14;3;2;80;1;9;2;6;5;1;2
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2559;2559;Male;Research Scientist;Single;No;Y;2;43;1;343;9;Bachelor's Degree;1;1;52;3;1;3;2438;24978;4;13;3;3;80;0;7;2;3;2;1;2
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-2560;2560;Male;Manufacturing Director;Single;No;Y;2;31;1;325;5;Bachelor's Degree;1;2;74;3;2;1;9936;3787;0;19;3;2;80;0;10;3;9;4;1;7
No;Non-Travel;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2561;2561;Male;Research Scientist;Single;No;Y;3;32;1;953;5;Master's Degree;1;2;65;3;1;2;2718;17674;2;14;3;2;80;0;12;3;7;7;0;7
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2562;2562;Male;Laboratory Technician;Single;No;Y;5;44;1;981;5;Bachelor's Degree;1;3;90;2;1;3;3162;7973;3;14;3;4;80;0;7;3;5;2;0;3
No;Non-Travel;25 - 34;Current Employees;R&D;Medical;STAFF-2563;2563;Male;Research Scientist;Single;No;Y;3;28;1;1103;16;Bachelor's Degree;1;3;49;3;1;3;2144;2122;1;14;3;3;80;0;5;2;5;3;1;4
No;Non-Travel;35 - 44;Current Employees;R&D;Technical Degree;STAFF-2564;2564;Male;Laboratory Technician;Single;No;Y;2;37;1;1413;5;Associates Degree;1;3;84;4;1;3;3500;25470;0;14;3;1;80;0;7;1;6;5;1;3
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2565;2565;Male;Research Scientist;Single;No;Y;2;42;1;335;23;Associates Degree;1;4;37;2;2;3;4332;14811;1;12;3;4;80;0;20;3;20;9;3;7
No;Non-Travel;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2566;2566;Male;Manager;Single;No;Y;3;39;1;105;9;Bachelor's Degree;1;4;87;3;5;4;19431;15302;2;13;3;3;80;0;21;2;6;0;1;3
No;Non-Travel;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2567;2567;Male;Sales Representative;Divorced;No;Y;3;52;1;585;29;Master's Degree;1;1;40;3;1;4;3482;19788;2;15;3;2;80;2;16;2;9;8;0;0
No;Non-Travel;45 - 54;Current Employees;Sales;Marketing;STAFF-2568;2568;Male;Sales Executive;Married;No;Y;2;45;1;336;26;Bachelor's Degree;1;1;52;2;2;1;4385;24162;1;15;3;1;80;1;10;3;10;7;4;5
No;Non-Travel;45 - 54;Current Employees;Sales;Marketing;STAFF-2569;2569;Male;Sales Executive;Married;No;Y;3;47;1;543;2;Master's Degree;1;3;87;3;2;2;4978;3536;7;11;3;4;80;1;4;1;1;0;0;0
No;Non-Travel;45 - 54;Current Employees;Sales;Life Sciences;STAFF-2570;2570;Male;Sales Executive;Single;No;Y;3;46;1;849;26;Associates Degree;1;2;98;2;2;2;7991;25166;8;15;3;3;80;0;6;3;2;2;2;2
No;Travel_Frequently;35 - 44;Current Employees;HR;Human Resources;STAFF-2571;2571;Male;Human Resources;Married;No;Y;2;38;1;888;10;Master's Degree;1;3;71;3;2;3;6077;14814;3;11;3;3;80;0;10;3;6;3;1;2
No;Travel_Frequently;Under 25;Current Employees;HR;Medical;STAFF-2572;2572;Male;Human Resources;Married;No;Y;2;24;1;897;10;Bachelor's Degree;1;1;59;3;1;4;2145;2097;0;14;3;4;80;1;3;3;2;2;2;1
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2573;2573;Male;Healthcare Representative;Divorced;No;Y;0;29;1;995;2;High School;1;1;87;3;2;4;8853;24483;1;19;3;4;80;1;6;4;6;4;1;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2574;2574;Male;Manufacturing Director;Divorced;No;Y;3;34;1;426;10;Master's Degree;1;3;42;4;2;4;4724;17000;1;13;3;1;80;1;9;3;9;7;7;2
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-2575;2575;Male;Research Director;Divorced;No;Y;3;34;1;829;15;Bachelor's Degree;1;2;71;3;4;1;17007;11929;7;14;3;4;80;2;16;2;14;8;6;9
No;Travel_Frequently;25 - 34;Current Employees;R&D;Other;STAFF-2576;2576;Male;Research Scientist;Divorced;No;Y;2;34;1;560;1;Master's Degree;1;4;91;3;1;1;2996;20284;5;14;3;3;80;2;10;3;4;3;1;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2577;2577;Male;Manufacturing Director;Divorced;No;Y;6;25;1;772;2;High School;1;4;77;4;2;3;5206;4973;1;17;3;3;80;2;7;3;7;7;0;7
No;Travel_Frequently;45 - 54;Current Employees;R&D;Life Sciences;STAFF-2578;2578;Male;Research Director;Married;No;Y;3;49;1;1064;2;High School;1;2;42;3;5;4;19161;13738;3;15;3;4;80;0;28;3;5;4;4;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-2579;2579;Male;Laboratory Technician;Married;No;Y;3;29;1;574;20;High School;1;4;40;3;1;4;3812;7003;1;13;3;2;80;0;11;4;11;8;3;10
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2580;2580;Male;Manufacturing Director;Married;No;Y;1;38;1;508;6;Master's Degree;1;1;72;2;2;3;5321;14284;2;11;3;4;80;1;10;3;8;3;7;7
No;Travel_Frequently;25 - 34;Current Employees;R&D;Life Sciences;STAFF-2581;2581;Male;Research Scientist;Married;No;Y;3;32;1;585;10;Bachelor's Degree;1;1;56;3;1;3;3433;17360;6;13;3;1;80;1;10;2;5;2;1;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Other;STAFF-2582;2582;Male;Laboratory Technician;Married;No;Y;3;26;1;1096;6;Bachelor's Degree;1;3;61;4;1;4;2544;7102;0;18;3;1;80;1;8;3;7;7;7;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Medical;STAFF-2583;2583;Male;Laboratory Technician;Married;No;Y;3;36;1;884;23;Associates Degree;1;3;41;4;2;4;2571;12290;4;17;3;3;80;1;17;3;5;2;0;3
No;Travel_Frequently;25 - 34;Current Employees;R&D;Technical Degree;STAFF-2584;2584;Male;Healthcare Representative;Married;No;Y;3;34;1;653;10;Master's Degree;1;4;92;2;2;3;5063;15332;1;14;3;2;80;1;8;2;8;2;7;7
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2585;2585;Male;Research Scientist;Married;No;Y;4;38;1;1189;1;Bachelor's Degree;1;4;90;3;2;4;4735;9867;7;15;3;4;80;2;19;4;13;11;2;9
No;Travel_Frequently;45 - 54;Current Employees;R&D;Medical;STAFF-2586;2586;Male;Healthcare Representative;Single;No;Y;3;45;1;1297;1;Master's Degree;1;2;44;3;2;3;5399;14511;4;12;3;3;80;0;12;3;4;2;0;3
No;Travel_Frequently;35 - 44;Current Employees;R&D;Life Sciences;STAFF-2587;2587;Male;Manufacturing Director;Single;No;Y;2;35;1;200;18;Associates Degree;1;3;60;3;3;4;9362;19944;2;11;3;3;80;0;10;3;2;2;2;2
No;Travel_Frequently;25 - 34;Current Employees;R&D;Medical;STAFF-2588;2588;Male;Research Scientist;Single;No;Y;0;27;1;591;2;Bachelor's Degree;1;4;87;3;1;4;2580;6297;2;13;3;3;80;0;6;2;4;2;1;2
No;Travel_Frequently;35 - 44;Current Employees;Sales;Life Sciences;STAFF-2589;2589;Male;Sales Executive;Divorced;No;Y;6;39;1;766;20;Bachelor's Degree;1;3;83;3;2;4;4127;19188;2;18;3;4;80;1;7;3;2;1;2;2
No;Travel_Frequently;35 - 44;Current Employees;Sales;Medical;STAFF-2590;2590;Male;Sales Executive;Divorced;No;Y;2;37;1;1278;1;Master's Degree;1;3;31;1;2;4;9525;7677;1;14;3;3;80;2;6;2;6;3;1;3
No;Travel_Frequently;45 - 54;Current Employees;Sales;Medical;STAFF-2591;2591;Male;Sales Executive;Married;No;Y;3;49;1;1023;2;Bachelor's Degree;1;4;63;2;2;2;5390;13243;2;14;3;4;80;0;17;2;9;6;0;8
No;Travel_Frequently;25 - 34;Current Employees;Sales;Medical;STAFF-2592;2592;Male;Sales Executive;Married;No;Y;2;33;1;430;7;Bachelor's Degree;1;4;54;3;2;1;4373;17456;0;14;3;1;80;2;5;3;4;3;0;3
No;Travel_Frequently;25 - 34;Current Employees;Sales;Life Sciences;STAFF-2593;2593;Male;Sales Executive;Single;No;Y;5;28;1;467;7;Bachelor's Degree;1;3;55;3;2;1;4898;11827;0;14;3;4;80;0;5;3;4;2;1;3
No;Travel_Frequently;25 - 34;Current Employees;Sales;Other;STAFF-2594;2594;Male;Sales Executive;Single;No;Y;3;31;1;715;2;Master's Degree;1;4;54;3;2;1;5332;21602;7;13;3;4;80;0;10;3;5;2;0;3
No;Travel_Frequently;25 - 34;Current Employees;Sales;Marketing;STAFF-2595;2595;Male;Sales Executive;Single;No;Y;2;32;1;1318;10;Master's Degree;1;4;79;3;2;4;4648;26075;8;13;3;3;80;0;4;4;0;0;0;0
No;Travel_Rarely;35 - 44;Current Employees;HR;Other;STAFF-2596;2596;Male;Human Resources;Divorced;No;Y;4;37;1;1239;8;Associates Degree;1;3;89;3;2;2;4071;12832;2;13;3;3;80;0;19;2;10;0;4;7
No;Travel_Rarely;25 - 34;Current Employees;HR;Medical;STAFF-2597;2597;Male;Human Resources;Married;No;Y;3;29;1;352;6;High School;1;4;87;2;1;2;2804;15434;1;11;3;4;80;0;1;3;1;0;0;0
